CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Reason
5380-WJKOV,Los Angeles,90041,34.137412,-118.207607,Male,No,No,Yes,34,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,1,Competitor offered higher download speeds
5380-AFSSK,Bella Vista,96008,40.722733,-122.109666,Female,No,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes,1,Don't know
5378-IKEEG,Eagleville,96110,41.280341,-120.150381,Female,No,No,No,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,1,Price too high
5377-NDTOU,San Pedro,90732,33.744119,-118.31448,Female,No,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.05,6293.75,No,0,
5376-PCKNB,Montclair,91763,34.072121,-117.698319,Male,No,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459,No,0,
5376-DEQCP,Barstow,92311,34.965648,-117.001509,Female,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,1,Competitor offered more data
5375-XLDOF,Calipatria,92233,33.143826,-115.497485,Male,No,Yes,Yes,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No,0,
5373-SFODM,San Lucas,93954,36.125529,-120.864443,Male,Yes,Yes,No,36,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes,1,Product dissatisfaction
5371-VYLSX,Long Beach,90814,33.771612,-118.143866,Female,Yes,No,No,50,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,0,
5370-IIVVL,Le Grand,95333,37.249377,-120.249581,Male,No,No,No,37,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778,No,0,
5366-OBVMR,Los Angeles,90027,34.127194,-118.295647,Female,No,Yes,No,18,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,No,0,
5366-IJEQJ,Alhambra,91801,34.090925,-118.128164,Male,No,No,No,20,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,Yes,1,Don't know
5365-LLFYV,Penryn,95663,38.859093,-121.182872,Female,No,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,105.6,No,0,
5364-XYIRR,Los Angeles,90013,34.044639,-118.240413,Male,No,Yes,No,51,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,4812.75,Yes,1,Extra data charges
5364-EVNIB,Orange,92868,33.787796,-117.875928,Male,No,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,1,Service dissatisfaction
5360-XGYAZ,Los Angeles,90040,33.994524,-118.149953,Male,No,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.65,4664.5,No,0,
5360-LJCNJ,Tracy,95376,37.680968,-121.446049,Female,No,Yes,No,71,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.15,7555,No,0,
5357-TZHPP,Wheatland,95692,39.043387,-121.409837,Male,Yes,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes,1,Competitor offered higher download speeds
5356-CSVSQ,La Verne,91750,34.144703,-117.770299,Female,No,No,No,3,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,No,0,
5353-WILCI,Stockton,95206,37.902422,-121.440029,Female,No,No,No,28,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,No,0,
5351-QESIO,San Diego,92122,32.85723,-117.209774,Male,No,No,Yes,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,No,0,
5349-IECLD,San Jose,95111,37.284265,-121.827673,Male,No,No,No,2,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,Yes,1,Long distance charges
5349-AZPEW,San Diego,92131,32.89325,-117.087091,Female,No,Yes,Yes,5,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,125.5,No,0,
5348-CAGXB,Irvine,92614,33.680302,-117.833296,Male,No,No,No,12,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,No,0,
5343-SGUBI,Concord,94518,37.950248,-122.022455,Female,No,No,No,52,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,80.2,4297.6,No,0,
5339-TJFEK,Santa Rosa,95407,38.394091,-122.739814,Male,No,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2,No,0,
5339-PXDVH,Clipper Mills,95930,39.562239,-121.14836,Male,No,No,No,4,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,No,0,
5338-YHWYT,San Diego,92115,32.762506,-117.07245,Male,No,No,Yes,37,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,0,
5337-IIWKZ,Sultana,93666,36.545353,-119.338535,Male,No,Yes,Yes,34,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.6,No,0,
5336-UFNZP,Monterey Park,91755,34.049172,-118.115022,Female,Yes,Yes,Yes,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,No,0,
5334-JLAXU,French Camp,95231,37.873283,-121.292034,Female,No,Yes,No,60,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No,0,
5331-RGMTT,Point Arena,95468,38.911299,-123.609588,Male,Yes,Yes,No,54,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,0,
5329-KRDTM,Long Barn,95335,38.109125,-120.078597,Male,Yes,Yes,No,72,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5396.25,No,0,
5327-XOKKY,Santa Maria,93458,34.95934,-120.490081,Male,Yes,Yes,No,72,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.45,5329,No,0,
5327-CNLUQ,Paynes Creek,96075,40.343213,-121.815412,Male,No,Yes,No,48,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,No,0,
5325-UWTWJ,Berkeley,94707,37.897753,-122.279391,Male,No,Yes,No,31,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,0,
5322-TEUJK,Duncans Mills,95430,38.445603,-123.063756,Female,No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No,0,
5321-NTRKC,Pebble Beach,93953,36.587497,-121.944815,Male,No,Yes,Yes,66,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No,0,
5320-BRKGK,Twentynine Palms,92277,34.17211,-115.769773,Female,No,Yes,Yes,58,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,No,0,
5318-YKDPV,Raymond,93653,37.252057,-119.95783,Male,No,Yes,No,43,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.6,No,0,
5318-IXUZF,Redondo Beach,90277,33.830453,-118.384565,Female,No,No,No,2,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,Yes,1,Don't know
5317-FLPJF,Altadena,91001,34.196837,-118.142236,Female,No,No,No,66,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,0,
5315-CKEQK,Castro Valley,94546,37.708327,-122.083473,Male,Yes,Yes,Yes,28,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51,1381.8,No,0,
5312-UXESG,Indio,92203,33.752938,-116.230055,Female,No,No,No,41,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,No,0,
5312-IRCFR,Nice,95464,39.12334,-122.838198,Female,No,Yes,Yes,64,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No,0,
5311-IHLEI,Sebastopol,95472,38.398815,-122.861923,Male,No,No,No,12,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,0,
5309-TAIKL,Rio Linda,95673,38.688764,-121.457596,Female,No,No,No,7,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,No,0,
5307-UVGNB,Compton,90220,33.88151,-118.234451,Female,No,Yes,Yes,53,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No,0,
5307-DZCVC,Sacramento,95835,38.685069,-121.543709,Female,Yes,Yes,No,32,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,1,Extra data charges
5306-BVTKJ,El Cajon,92020,32.79697,-116.969082,Male,No,Yes,Yes,48,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,2651.2,No,0,
5304-EFJLP,Los Molinos,96055,40.059385,-122.091481,Male,Yes,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No,0,
5302-BDJNT,Sutter Creek,95685,38.432145,-120.77069,Male,No,No,No,35,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,No,0,
5301-GAUUY,Newport Beach,92661,33.601309,-117.902304,Male,No,No,No,32,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,1,Competitor had better devices
5299-SJCZT,Ladera Ranch,92694,33.569186,-117.640055,Male,No,No,No,3,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes,1,Network reliability
5299-RULOA,Whittier,90606,33.976678,-118.065875,Female,No,Yes,Yes,10,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,Price too high
5298-GSTLM,Sacramento,95817,38.550722,-121.457314,Female,Yes,No,No,60,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),101.4,6176.6,No,0,
5297-MDOIR,Monterey Park,91754,34.050322,-118.147037,Female,No,Yes,No,63,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,No,0,
5295-PCJOO,Long Beach,90805,33.864622,-118.179626,Male,No,No,Yes,4,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,184.4,Yes,1,Don't know
5294-IMHHT,Occidental,95465,38.415003,-122.998726,Male,No,Yes,No,53,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,No,0,
5294-DMSFH,Torrance,90503,33.840399,-118.353714,Female,No,Yes,Yes,29,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No,0,
5294-CDGWY,Long Beach,90802,33.752524,-118.210737,Male,No,Yes,No,51,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,59.3,3014.65,Yes,1,Don't know
5293-WXJAK,San Jose,95135,37.28682,-121.723877,Female,Yes,Yes,No,11,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,1,Competitor offered more data
5288-AHOUP,Palm Desert,92260,33.694501,-116.412711,Male,Yes,No,No,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,No,0,
5287-QWLKY,Big Pine,93513,37.245505,-118.062943,Male,Yes,Yes,No,71,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes,1,Attitude of support person
5286-YHCVC,Laton,93242,36.444232,-119.718285,Male,No,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,7470.1,No,0,
5285-MVEHD,Sunnyvale,94087,37.3511,-122.037311,Female,No,Yes,No,56,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,0,
5281-BUZGT,Weaverville,96093,40.759401,-122.939337,Male,Yes,No,No,36,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,1,Competitor made better offer
5278-PNYOX,San Jose,95126,37.327069,-121.916819,Female,No,No,No,49,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.65,4917.75,No,0,
5277-ZLOOR,Applegate,95703,38.983388,-120.988814,Female,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,1,Network reliability
5276-KQWHG,Woody,93287,35.710244,-118.881679,Female,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,1,Extra data charges
5275-SQEIZ,Ojai,93023,34.581308,-118.931948,Male,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.85,80.85,Yes,1,Competitor had better devices
5275-PMFUT,Chualar,93925,36.596271,-121.442274,Male,No,Yes,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No,0,
5274-XHAKY,Compton,90222,33.912246,-118.236773,Female,No,Yes,Yes,41,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,No,0,
5271-YNWVR,Santa Paula,93060,34.402343,-119.094824,Male,No,Yes,No,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856,Yes,1,Extra data charges
5271-DBYSJ,Berkeley,94708,37.897743,-122.263124,Male,Yes,No,No,11,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No,0,
5269-NRGDP,Concord,94521,37.971421,-121.971504,Male,No,Yes,Yes,42,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,0,
5268-DSMNQ,Farmington,95230,37.956963,-120.863055,Female,Yes,Yes,No,62,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No,0,
5261-QSHQM,Maricopa,93252,34.737031,-119.460557,Female,No,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,Yes,1,Product dissatisfaction
5256-SKJGO,Whittier,90603,33.945318,-117.992066,Female,No,Yes,No,64,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,0,
5248-YGIJN,Los Angeles,90031,34.085807,-118.206617,Male,No,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,0,
5248-RPYWW,Turlock,95382,37.529656,-120.854357,Female,Yes,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.15,6716.45,No,0,
5248-KWLAR,Niland,92257,33.345825,-115.596574,Male,No,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.35,6325.25,No,0,
5245-VDBUR,Los Alamitos,90720,33.79499,-118.065591,Female,No,Yes,No,52,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.45,1958.95,No,0,
5244-IRFIH,Los Alamos,93440,34.758699,-120.275839,Male,Yes,Yes,No,33,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,1,Competitor made better offer
5243-SAOTC,Bonsall,92003,33.290907,-117.202895,Male,No,No,No,54,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,4308.25,No,0,
5240-IJOQT,Grass Valley,95949,39.099204,-121.137962,Male,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,Competitor offered higher download speeds
5240-CAOYT,Oak View,93022,34.404544,-119.302118,Female,No,No,No,57,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85,No,0,
5236-XMZJY,Los Angeles,90031,34.085807,-118.206617,Female,No,No,No,42,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.65,2536.55,No,0,
5236-PERKL,Pearblossom,93553,34.445239,-117.894868,Female,No,No,No,57,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465,Yes,1,Competitor offered higher download speeds
5233-GEEAX,Lewiston,96052,40.704293,-122.803899,Male,Yes,No,No,8,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes,1,Competitor had better devices
5233-AOZUF,Palm Springs,92262,33.839989,-116.659215,Female,No,Yes,No,29,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,0,
5232-NXPAY,Hilmar,95324,37.394536,-120.890747,Female,No,No,No,47,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No,0,
5229-PRWKT,Lompoc,93437,34.757477,-120.550507,Male,No,No,No,8,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,649.65,Yes,1,Attitude of service provider
5229-DTFYB,San Diego,92111,32.805518,-117.169052,Female,No,No,No,41,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,0,
5228-EXCET,Newberry Springs,92365,34.89326,-116.505958,Male,No,No,No,13,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,1,Lack of self-service on Website
5227-JSCFE,Scotts Valley,95066,37.070177,-122.010077,Male,Yes,Yes,No,71,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,0,
5226-NOZFC,Modesto,95358,37.612612,-121.108568,Male,No,No,No,26,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,No,0,
5223-UZAVK,Thornton,95686,38.157794,-121.520223,Male,No,No,No,64,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No,0,
5222-IMUKT,Hornitos,95325,37.479926,-120.230424,Male,No,No,No,32,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,2871.5,No,0,
5219-YIPTK,Trinidad,95570,41.162295,-124.027381,Female,No,Yes,No,33,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,Yes,1,Service dissatisfaction
5216-WASFJ,Challenge,95925,39.461768,-121.195825,Female,Yes,Yes,No,31,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No,0,
5215-LNLDJ,San Juan Bautista,95045,36.810568,-121.503022,Female,No,Yes,Yes,7,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,0,
5214-NLTIT,Five Points,93624,36.397745,-120.119911,Male,No,Yes,Yes,72,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,No,0,
5213-TWWJU,Richmond,94804,37.921034,-122.341798,Male,No,No,No,28,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91,2626.15,No,0,
5208-HFSBT,Challenge,95925,39.461768,-121.195825,Female,No,No,No,2,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes,1,Competitor had better devices
5208-FVQKB,Lakeshore,93634,37.290606,-119.216328,Male,No,Yes,No,70,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,67.95,4664.15,No,0,
5207-PLSTK,La Habra,90631,33.940619,-117.9513,Male,No,Yes,Yes,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,No,0,
5206-XZZQI,Orange,92867,33.81859,-117.821288,Male,No,No,No,53,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,4348.1,No,0,
5206-HPJKM,Valencia,91354,34.457005,-118.573726,Male,No,No,No,17,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,No,0,
5204-QZXPU,Glendale,91205,34.13658,-118.245839,Male,No,No,No,19,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,733.35,Yes,1,Competitor had better devices
5204-HMGYF,La Crescenta,91214,34.239636,-118.245259,Female,No,Yes,Yes,49,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345,No,0,
5203-XEHAX,Macdoel,96058,41.769709,-121.92063,Female,No,No,No,34,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,0,
5202-IVJNU,Crockett,94525,38.049292,-122.228415,Female,No,No,Yes,39,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),30.1,1131.3,Yes,1,Network reliability
5201-USSQZ,Monte Rio,95462,38.471049,-123.015549,Female,No,Yes,No,26,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No,0,
5201-FRKKS,Winnetka,91306,34.209532,-118.577563,Male,No,No,No,25,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No,0,
5199-FPUSP,Esparto,95627,38.834469,-122.127193,Male,No,No,Yes,33,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,No,0,
5198-HQAEN,Fremont,94538,37.505768,-121.962472,Male,No,Yes,Yes,35,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,0,
5198-EFNBM,Kingsburg,93631,36.478239,-119.52137,Male,Yes,Yes,No,57,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,0,
5197-PYEPU,Edwards,93523,34.966777,-117.961179,Female,No,Yes,Yes,42,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,No,0,
5197-LQXXH,Taylorsville,95983,40.053684,-120.743116,Female,No,Yes,No,71,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,0,
5196-WPYOW,Paso Robles,93446,35.634222,-120.728341,Male,No,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,60.05,3994.05,No,0,
5196-SGOAK,Caliente,93518,35.358953,-118.527064,Female,No,No,No,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,Yes,1,Attitude of support person
5195-KPUNQ,Lakehead,96051,40.883853,-122.418258,Female,Yes,No,No,53,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,0,
5193-QLVZB,Bieber,96009,41.083464,-121.107929,Male,No,No,No,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No,0,
5192-EBGOV,Brea,92823,33.924143,-117.79387,Female,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,1,Competitor offered higher download speeds
5188-HGMLP,Middletown,95461,38.787446,-122.58675,Male,Yes,Yes,No,54,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74,3919.15,No,0,
5186-SAMNZ,Marina,93933,36.689582,-121.758398,Male,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,1,Price too high
5186-EJEGL,Escondido,92026,33.21846,-117.116916,Male,No,No,No,9,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,No,0,
5183-SNMJQ,Frazier Park,93225,34.827662,-118.999073,Male,No,No,No,10,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,865.1,No,0,
5183-KLYEM,El Cerrito,94530,37.924838,-122.289145,Female,No,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,No,0,
5181-OABFK,Rescue,95672,38.724322,-120.991237,Female,No,Yes,Yes,56,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,No,0,
5180-UCIIQ,Lucerne,95458,39.141934,-122.770679,Male,Yes,Yes,Yes,22,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,Yes,1,Moved
5178-LMXOP,Gardena,90248,33.876482,-118.284077,Male,Yes,Yes,No,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,1,Price too high
5176-OLSKT,Sloughhouse,95683,38.470423,-121.114897,Female,No,Yes,No,66,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),66.9,4370.25,No,0,
5176-LDKUH,San Francisco,94114,37.758085,-122.434801,Female,No,No,No,48,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,No,0,
